# Time ,Altitude ,Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch ,Position North of launch ,Lateral distance ,Lateral direction ,Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude ,Longitude ,Gravitational acceleration (m/s²),Angle of attack ,Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass ,Propellant mass ,Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location,CG location (cm),Stability margin calibers ,Mach number ,Reynolds number ,Thrust ,Drag force ,Drag coefficient ,Axial drag coefficient ,Friction drag coefficient ,Pressure drag coefficient ,Base drag coefficient ,Normal force coefficient ,Pitch moment coefficient ,Yaw moment coefficient ,Side force coefficient ,Roll moment coefficient ,Roll forcing coefficient ,Roll damping coefficient ,Pitch damping coefficient ,Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) ,Lateral orientation (azimuth) ,Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step ,Computation time ,Dynamic Pressure (mbar)
49.55,2696.30,-21.78,0.02,21.79,0.02,-7.11,-0.01,7.11,-179.96,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2820083.00,0.00,151.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.23,744.01,339.31,0.50,1.66,4.30
50.05,2685.40,-21.77,0.02,21.78,0.02,-7.11,-0.01,7.11,-179.96,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2820576.00,0.00,151.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.33,744.99,339.38,0.50,1.66,4.30
50.55,2674.50,-21.76,0.02,21.77,0.02,-7.11,-0.01,7.11,-179.96,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2821064.00,0.00,151.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.44,745.98,339.44,0.50,1.67,4.30
51.05,2663.60,-21.75,0.02,21.76,0.02,-7.10,-0.01,7.10,-179.96,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2821549.00,0.00,151.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.55,746.96,339.51,0.50,1.67,4.30
51.55,2652.70,-21.74,0.02,21.75,0.02,-7.10,-0.01,7.10,-179.96,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2822031.00,0.00,151.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.66,747.94,339.57,0.50,1.67,4.30
52.05,2641.90,-21.73,0.02,21.74,0.02,-7.10,-0.01,7.10,-179.96,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2822511.00,0.00,151.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.76,748.92,339.64,0.50,1.67,4.30
52.55,2631.00,-21.72,0.02,21.73,0.02,-7.09,-0.01,7.09,-179.96,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2822988.00,0.00,151.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.87,749.90,339.70,0.50,1.67,4.30
53.05,2620.10,-21.71,0.02,21.72,0.02,-7.09,-0.01,7.09,-179.96,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2823463.00,0.00,151.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.98,750.88,339.77,0.50,1.67,4.30
53.55,2609.30,-21.70,0.02,21.71,0.02,-7.09,-0.01,7.09,-179.96,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2823936.00,0.00,151.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.09,751.86,339.83,0.50,1.67,4.30
54.05,2598.40,-21.69,0.02,21.70,0.02,-7.09,-0.01,7.09,-179.96,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2824406.00,0.00,151.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.19,752.84,339.90,0.50,1.67,4.30
54.55,2587.60,-21.68,0.02,21.69,0.02,-7.08,-0.01,7.08,-179.96,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2824875.00,0.00,151.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.30,753.82,339.97,0.50,1.67,4.30
55.05,2576.80,-21.67,0.02,21.68,0.02,-7.08,-0.01,7.08,-179.96,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2825342.00,0.00,151.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.41,754.80,340.03,0.50,1.68,4.30
55.55,2565.90,-21.66,0.02,21.67,0.02,-7.08,-0.01,7.08,-179.96,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2825806.00,0.00,151.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.52,755.78,340.10,0.50,1.68,4.30
56.05,2555.10,-21.65,0.02,21.66,0.02,-7.07,-0.01,7.07,-179.96,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2826269.00,0.00,151.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.62,756.76,340.16,0.50,1.68,4.30
56.55,2544.30,-21.64,0.02,21.65,0.02,-7.07,-0.01,7.07,-179.96,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2826730.00,0.00,151.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.73,757.73,340.22,0.50,1.68,4.30
57.05,2533.40,-21.63,0.02,21.64,0.02,-7.07,-0.01,7.07,-179.96,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2827188.00,0.00,151.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.84,758.71,340.29,0.50,1.68,4.30
57.55,2522.60,-21.62,0.02,21.63,0.02,-7.06,-0.01,7.06,-179.96,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2827645.00,0.00,151.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.94,759.69,340.35,0.50,1.68,4.30
58.05,2511.80,-21.61,0.02,21.62,0.02,-7.06,-0.01,7.06,-179.96,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2828099.00,0.00,151.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.05,760.66,340.42,0.50,1.68,4.30
58.55,2501.00,-21.60,0.02,21.61,0.02,-7.06,-0.01,7.06,-179.96,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2828552.00,0.00,151.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.16,761.64,340.48,0.50,1.68,4.30
59.05,2490.20,-21.59,0.02,21.60,0.02,-7.05,-0.01,7.05,-179.96,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2829002.00,0.00,151.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.26,762.61,340.55,0.50,1.68,4.30
59.55,2479.40,-21.58,0.02,21.59,0.02,-7.05,-0.01,7.05,-179.96,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2829451.00,0.00,151.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.37,763.59,340.61,0.50,1.68,4.30
60.05,2468.60,-21.57,0.02,21.58,0.02,-7.05,-0.01,7.05,-179.96,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2829897.00,0.00,151.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.48,764.56,340.68,0.50,1.69,4.30
60.55,2457.90,-21.56,0.02,21.57,0.02,-7.05,-0.01,7.05,-179.96,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2830342.00,0.00,151.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.58,765.54,340.74,0.50,1.69,4.30
61.05,2447.10,-21.55,0.02,21.56,0.02,-7.04,-0.01,7.04,-179.96,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2830785.00,0.00,151.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.69,766.51,340.81,0.50,1.69,4.30
61.55,2436.30,-21.54,0.02,21.55,0.02,-7.04,-0.01,7.04,-179.96,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2831225.00,0.00,151.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.80,767.48,340.87,0.50,1.69,4.30
62.05,2425.50,-21.54,0.02,21.54,0.02,-7.04,-0.01,7.04,-179.96,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2831664.00,0.00,151.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.90,768.46,340.94,0.50,1.69,4.30
62.55,2414.80,-21.53,0.02,21.54,0.02,-7.03,-0.01,7.03,-179.96,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2832101.00,0.00,151.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.01,769.43,341.00,0.50,1.69,4.30
63.05,2404.00,-21.52,0.02,21.53,0.02,-7.03,-0.01,7.03,-179.96,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2832536.00,0.00,151.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.12,770.40,341.07,0.50,1.69,4.30
63.55,2393.30,-21.51,0.02,21.52,0.02,-7.03,-0.01,7.03,-179.96,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2832969.00,0.00,151.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.22,771.37,341.13,0.50,1.69,4.30
64.05,2382.50,-21.50,0.02,21.51,0.02,-7.02,-0.01,7.02,-179.96,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2833400.00,0.00,151.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.33,772.34,341.19,0.50,1.69,4.30
64.55,2371.80,-21.49,0.02,21.50,0.02,-7.02,-0.01,7.02,-179.96,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2833829.00,0.00,151.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.44,773.31,341.26,0.50,1.69,4.30
65.05,2361.00,-21.48,0.02,21.49,0.02,-7.02,-0.01,7.02,-179.96,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2834257.00,0.00,151.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.54,774.28,341.32,0.50,1.69,4.30
65.55,2350.30,-21.47,0.02,21.48,0.02,-7.01,-0.01,7.01,-179.96,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2834682.00,0.00,151.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.65,775.25,341.39,0.50,1.69,4.30
66.05,2339.50,-21.46,0.02,21.47,0.02,-7.01,-0.01,7.01,-179.96,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2835106.00,0.00,151.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.76,776.22,341.45,0.50,1.69,4.30
66.55,2328.80,-21.45,0.02,21.46,0.02,-7.01,-0.01,7.01,-179.96,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2835527.00,0.00,151.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.86,777.19,341.52,0.50,1.69,4.30
67.05,2318.10,-21.44,0.02,21.45,0.02,-7.01,-0.01,7.01,-179.96,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2835947.00,0.00,151.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.97,778.16,341.58,0.50,1.69,4.30
67.55,2307.40,-21.43,0.02,21.44,0.02,-7.00,-0.01,7.00,-179.96,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2836365.00,0.00,151.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.07,779.13,341.65,0.50,1.70,4.30
68.05,2296.70,-21.42,0.02,21.43,0.02,-7.00,-0.01,7.00,-179.96,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2836781.00,0.00,151.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.18,780.09,341.71,0.50,1.70,4.30
68.55,2286.00,-21.41,0.02,21.42,0.02,-7.00,-0.01,7.00,-179.96,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2837195.00,0.00,151.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.29,781.06,341.77,0.50,1.70,4.30
69.05,2275.30,-21.40,0.02,21.41,0.02,-6.99,-0.01,6.99,-179.96,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2837608.00,0.00,151.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.39,782.03,341.84,0.50,1.70,4.30
69.55,2264.60,-21.39,0.02,21.40,0.02,-6.99,-0.01,6.99,-179.96,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2838018.00,0.00,151.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.50,782.99,341.90,0.50,1.70,4.30
70.05,2253.90,-21.38,0.02,21.39,0.02,-6.99,-0.01,6.99,-179.96,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2838427.00,0.00,151.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.60,783.96,341.97,0.50,1.70,4.30
70.55,2243.20,-21.37,0.02,21.38,0.02,-6.98,-0.01,6.98,-179.96,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2838877.00,0.00,151.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.71,784.94,342.03,0.50,1.70,4.30
71.05,2232.50,-21.36,0.02,21.37,0.02,-6.98,-0.01,6.98,-179.96,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2839421.00,0.00,151.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.81,785.94,342.09,0.50,1.71,4.30
71.55,2221.80,-21.36,0.02,21.36,0.02,-6.98,-0.01,6.98,-179.96,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2839933.00,0.00,151.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.92,786.95,342.16,0.50,1.71,4.30
72.05,2211.10,-21.35,0.02,21.36,0.02,-6.98,-0.01,6.98,-179.96,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2840427.00,0.00,151.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.03,787.95,342.22,0.50,1.71,4.30
72.55,2200.50,-21.34,0.02,21.35,0.02,-6.97,-0.01,6.97,-179.96,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2840910.00,0.00,151.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.13,788.96,342.29,0.50,1.71,4.30
73.05,2189.80,-21.33,0.02,21.34,0.02,-6.97,-0.01,6.97,-179.96,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2841386.00,0.00,151.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.24,789.96,342.35,0.50,1.71,4.30
73.55,2179.10,-21.32,0.02,21.33,0.02,-6.97,-0.01,6.97,-179.96,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2841858.00,0.00,151.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.34,790.97,342.41,0.50,1.71,4.30
74.05,2168.50,-21.31,0.02,21.32,0.02,-6.96,-0.01,6.96,-179.96,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2842326.00,0.00,151.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.45,791.97,342.48,0.50,1.71,4.30
74.55,2157.80,-21.30,0.02,21.31,0.02,-6.96,-0.01,6.96,-179.96,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2842792.00,0.00,151.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.55,792.97,342.54,0.50,1.71,4.30
75.05,2147.20,-21.29,0.02,21.30,0.02,-6.96,-0.01,6.96,-179.96,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2843255.00,0.00,151.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.66,793.97,342.61,0.50,1.72,4.30
75.55,2136.50,-21.28,0.02,21.29,0.02,-6.96,-0.01,6.96,-179.96,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2843716.00,0.00,151.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.76,794.98,342.67,0.50,1.72,4.30
76.05,2125.90,-21.27,0.02,21.28,0.02,-6.95,-0.01,6.95,-179.96,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2844175.00,0.00,151.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.87,795.98,342.73,0.50,1.72,4.30
76.55,2115.30,-21.26,0.02,21.27,0.02,-6.95,-0.01,6.95,-179.96,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2844632.00,0.00,151.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.97,796.98,342.80,0.50,1.72,4.30
77.05,2104.70,-21.25,0.02,21.26,0.02,-6.95,-0.01,6.95,-179.96,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2845087.00,0.00,151.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.08,797.98,342.86,0.50,1.72,4.30
77.55,2094.00,-21.24,0.02,21.25,0.02,-6.94,-0.01,6.94,-179.96,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2845540.00,0.00,151.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.18,798.98,342.92,0.50,1.72,4.30
78.05,2083.40,-21.23,0.02,21.24,0.02,-6.94,-0.01,6.94,-179.96,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2845991.00,0.00,151.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.29,799.98,342.99,0.50,1.72,4.30
