# Time ,Altitude ,Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch ,Position North of launch ,Lateral distance ,Lateral direction ,Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude ,Longitude ,Gravitational acceleration (m/s²),Angle of attack ,Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass ,Propellant mass ,Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location,CG location (cm),Stability margin calibers ,Mach number ,Reynolds number ,Thrust ,Drag force ,Drag coefficient ,Axial drag coefficient ,Friction drag coefficient ,Pressure drag coefficient ,Base drag coefficient ,Normal force coefficient ,Pitch moment coefficient ,Yaw moment coefficient ,Side force coefficient ,Roll moment coefficient ,Roll forcing coefficient ,Roll damping coefficient ,Pitch damping coefficient ,Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) ,Lateral orientation (azimuth) ,Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step ,Computation time ,Dynamic Pressure (mbar)
11.59,2261.20,144.85,-12.61,144.85,12.61,-1.79,0.00,1.79,-179.95,0.28,0.01,28.61,-80.60,9.78,0.00,0.00,0.00,-0.01,15503.00,0.00,11.63,0.03,190.28,147.31,4.17,0.42,19222731.00,0.00,43.79,0.53,0.53,0.28,0.11,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,10.30,83.32,89.89,-179.80,0.00,17.64,784.26,341.99,0.05,0.82,197.14
11.64,2268.40,144.22,-12.58,144.22,12.58,-1.81,0.00,1.81,-179.95,0.28,0.01,28.61,-80.60,9.78,0.00,0.00,0.00,-0.01,15503.00,0.00,11.63,0.03,190.27,147.31,4.17,0.42,19131697.00,0.00,43.38,0.53,0.53,0.28,0.11,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,10.30,83.32,89.89,-179.74,0.00,17.56,783.61,341.94,0.05,0.83,195.31
11.69,2275.60,143.59,-12.55,143.59,12.55,-1.82,0.00,1.82,-179.95,0.28,0.01,28.61,-80.60,9.78,0.00,0.00,0.00,-0.01,15503.00,0.00,11.63,0.03,190.27,147.31,4.17,0.42,19040926.00,0.00,42.98,0.53,0.53,0.28,0.11,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,10.30,83.32,89.89,-179.70,0.00,17.49,782.96,341.90,0.05,0.83,193.50
11.74,2282.80,142.97,-12.53,142.97,12.53,-1.83,0.00,1.83,-179.95,0.28,0.01,28.61,-80.60,9.78,0.00,0.00,0.00,-0.02,15503.00,0.00,11.63,0.03,190.26,147.31,4.17,0.42,19000000.00,0.00,42.58,0.53,0.53,0.28,0.11,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,10.30,83.32,89.89,-179.67,0.00,17.42,782.31,341.86,0.05,0.83,191.70
11.79,2289.90,142.34,-12.50,142.34,12.50,-1.85,0.00,1.85,-179.95,0.28,0.01,28.61,-80.60,9.78,0.00,0.00,0.00,-0.02,15503.00,0.00,11.63,0.03,190.26,147.31,4.17,0.42,18900000.00,0.00,42.18,0.53,0.53,0.28,0.11,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,10.30,83.32,89.89,-179.64,0.00,17.35,781.67,341.81,0.05,0.83,189.92
11.84,2297.00,141.71,-12.48,141.72,12.48,-1.86,0.00,1.86,-179.95,0.28,0.01,28.61,-80.60,9.78,0.00,0.00,0.00,-0.02,15503.00,0.00,11.63,0.03,190.25,147.31,4.17,0.41,18800000.00,0.00,41.79,0.53,0.53,0.28,0.11,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,10.30,83.32,89.89,-179.63,0.00,17.28,781.03,341.77,0.05,0.84,188.15
11.89,2304.10,141.09,-12.45,141.09,12.45,-1.88,0.00,1.88,-179.95,0.28,0.01,28.61,-80.60,9.78,0.00,0.00,0.00,-0.02,15503.00,0.00,11.63,0.03,190.25,147.31,4.17,0.41,18700000.00,0.00,41.40,0.53,0.53,0.28,0.11,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,10.30,83.32,89.89,-179.64,0.00,17.21,780.39,341.73,0.05,0.84,186.39
11.94,2311.10,140.47,-12.43,140.47,12.43,-1.89,0.00,1.89,-179.95,0.28,0.01,28.61,-80.60,9.78,0.00,0.00,0.00,-0.02,15503.00,0.00,11.63,0.03,190.25,147.31,4.17,0.41,18590950.00,0.00,41.01,0.53,0.53,0.28,0.11,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,10.30,83.32,89.89,-179.66,0.00,17.14,779.76,341.69,0.05,0.84,184.64
11.99,2318.10,139.85,-12.40,139.85,12.40,-1.90,0.00,1.90,-179.95,0.28,0.01,28.61,-80.60,9.78,0.00,0.00,0.00,-0.02,15503.00,0.00,11.63,0.03,190.24,147.31,4.17,0.41,18501718.00,0.00,40.62,0.53,0.53,0.28,0.11,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,10.30,83.32,89.89,-179.71,0.00,17.07,779.12,341.65,0.05,0.85,182.91
12.04,2325.10,139.23,-12.38,139.23,12.38,-1.92,0.00,1.92,-179.95,0.28,0.01,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,11.63,0.03,190.24,147.31,4.17,0.41,18412736.00,0.00,40.24,0.53,0.53,0.28,0.11,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,10.30,83.32,89.88,-179.77,0.00,17.00,778.49,341.60,0.05,0.85,181.19
12.09,2332.10,138.61,-12.35,138.61,12.35,-1.93,0.00,1.93,-179.95,0.28,0.01,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,11.63,0.03,190.23,147.31,4.17,0.41,18324003.00,0.00,39.86,0.53,0.53,0.28,0.11,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,10.30,83.32,89.88,-179.86,0.00,16.94,777.87,341.56,0.05,0.85,179.48
12.14,2339.00,137.99,-12.33,137.99,12.33,-1.95,0.00,1.95,-179.95,0.28,0.01,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,11.63,0.03,190.23,147.31,4.17,0.40,18235517.00,0.00,39.48,0.53,0.53,0.28,0.11,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,10.30,83.32,89.88,-179.94,0.00,16.87,777.24,341.52,0.05,0.86,177.79
12.19,2345.90,137.38,-12.30,137.38,12.30,-1.96,0.00,1.96,-179.95,0.28,0.01,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,11.63,0.03,190.22,147.31,4.17,0.40,18147275.00,0.00,39.11,0.53,0.53,0.28,0.11,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,10.30,83.32,89.88,179.98,0.00,16.80,776.62,341.48,0.05,0.86,176.10
12.24,2352.70,136.76,-12.28,136.76,12.28,-1.97,0.00,1.97,-179.95,0.28,0.01,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,11.63,0.03,190.22,147.31,4.17,0.40,18059278.00,0.00,38.74,0.53,0.53,0.28,0.11,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,10.30,83.32,89.88,179.91,0.00,16.73,776.00,341.44,0.05,0.87,174.43
12.29,2359.50,136.15,-12.26,136.15,12.26,-1.99,0.00,1.99,-179.95,0.28,0.01,28.61,-80.60,9.78,0.00,0.00,-0.01,0.01,15503.00,0.00,11.63,0.03,190.21,147.31,4.17,0.40,17971522.00,0.00,38.37,0.53,0.53,0.28,0.11,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,10.30,83.32,89.88,179.84,0.00,16.66,775.39,341.40,0.05,0.87,172.78
12.34,2366.30,135.54,-12.23,135.54,12.23,-2.00,0.00,2.00,-179.95,0.28,0.01,28.61,-80.60,9.78,0.00,0.00,-0.01,0.01,15503.00,0.00,11.63,0.03,190.21,147.31,4.17,0.40,17884006.00,0.00,38.01,0.53,0.53,0.28,0.11,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,10.30,83.32,89.88,179.78,0.00,16.60,774.77,341.36,0.05,0.87,171.13
12.39,2373.10,134.93,-12.21,134.93,12.21,-2.02,0.00,2.02,-179.95,0.29,0.01,28.61,-80.60,9.78,0.00,0.00,-0.01,0.01,15503.00,0.00,11.63,0.03,190.21,147.31,4.16,0.40,17796728.00,0.00,37.64,0.53,0.53,0.28,0.11,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,10.30,83.32,89.88,179.74,0.00,16.53,774.16,341.32,0.05,0.87,169.50
12.44,2379.80,134.32,-12.19,134.32,12.19,-2.03,0.00,2.03,-179.95,0.29,0.01,28.61,-80.60,9.78,0.00,0.00,-0.01,0.01,15503.00,0.00,11.63,0.03,190.20,147.31,4.16,0.39,17700000.00,0.00,37.28,0.53,0.53,0.28,0.11,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,10.30,83.32,89.88,179.73,0.00,16.46,773.55,341.28,0.05,0.88,167.87
12.49,2386.50,133.71,-12.16,133.71,12.16,-2.05,0.00,2.05,-179.95,0.29,0.01,28.61,-80.60,9.78,0.00,0.00,0.00,0.01,15503.00,0.00,11.63,0.03,190.20,147.31,4.16,0.39,17622882.00,0.00,36.93,0.53,0.53,0.28,0.11,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,10.30,83.32,89.88,179.74,0.00,16.40,772.95,341.24,0.05,0.88,166.26
12.54,2393.20,133.10,-12.14,133.10,12.14,-2.06,0.00,2.06,-179.95,0.29,0.01,28.61,-80.60,9.78,0.00,0.00,0.00,0.02,15503.00,0.00,11.63,0.03,190.19,147.31,4.16,0.39,17536310.00,0.00,36.57,0.53,0.53,0.28,0.11,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,10.30,83.32,89.88,179.76,0.00,16.33,772.35,341.20,0.05,0.88,164.67
12.59,2399.80,132.49,-12.12,132.50,12.12,-2.07,0.00,2.07,-179.95,0.29,0.01,28.61,-80.60,9.78,0.00,0.00,0.00,0.02,15503.00,0.00,11.63,0.03,190.19,147.31,4.16,0.39,17500000.00,0.00,36.22,0.53,0.53,0.28,0.11,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,10.30,83.32,89.88,179.79,0.00,16.27,771.75,341.16,0.05,0.89,163.08
12.64,2406.40,131.89,-12.10,131.89,12.10,-2.09,0.00,2.09,-179.95,0.29,0.01,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,11.63,0.03,190.19,147.31,4.16,0.39,17363860.00,0.00,35.87,0.53,0.53,0.28,0.11,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,10.30,83.32,89.88,179.82,0.00,16.20,771.15,341.12,0.05,0.89,161.50
12.69,2413.00,131.29,-12.07,131.29,12.07,-2.10,0.00,2.10,-179.95,0.29,0.01,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,11.63,0.03,190.18,147.31,4.16,0.38,17277979.00,0.00,35.53,0.53,0.53,0.28,0.11,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,10.30,83.32,89.87,179.86,0.00,16.13,770.56,341.08,0.05,0.89,159.94
12.74,2419.60,130.68,-12.05,130.68,12.05,-2.12,0.00,2.12,-179.95,0.29,0.01,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,11.63,0.03,190.18,147.31,4.16,0.38,17192325.00,0.00,35.18,0.53,0.53,0.28,0.11,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,10.30,83.32,89.87,179.90,0.00,16.07,769.97,341.04,0.05,0.89,158.39
12.79,2426.10,130.08,-12.03,130.08,12.03,-2.13,0.00,2.13,-179.95,0.29,0.01,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,11.63,0.03,190.17,147.31,4.16,0.38,17106897.00,0.00,34.84,0.53,0.53,0.28,0.11,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,10.30,83.32,89.87,179.94,0.00,16.01,769.38,341.00,0.05,0.90,156.85
12.84,2432.60,129.48,-12.01,129.48,12.01,-2.15,0.00,2.15,-179.95,0.29,0.01,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,11.63,0.03,190.17,147.31,4.16,0.38,17021693.00,0.00,34.51,0.53,0.53,0.28,0.11,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,10.30,83.32,89.87,179.98,0.00,15.94,768.79,340.96,0.05,0.90,155.32
12.89,2439.00,128.88,-11.99,128.88,11.99,-2.16,0.00,2.16,-179.95,0.29,0.01,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,11.63,0.03,190.17,147.31,4.16,0.38,16936711.00,0.00,34.17,0.53,0.53,0.28,0.11,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,10.30,83.32,89.87,-179.98,0.00,15.88,768.21,340.92,0.05,0.90,153.80
12.94,2445.50,128.28,-11.96,128.28,11.96,-2.18,0.00,2.18,-179.95,0.29,0.01,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,11.63,0.03,190.16,147.31,4.16,0.38,16851951.00,0.00,33.84,0.53,0.53,0.28,0.11,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,10.30,83.32,89.87,-179.94,0.00,15.81,767.63,340.88,0.05,0.90,152.29
12.99,2451.90,127.68,-11.94,127.68,11.94,-2.19,0.00,2.19,-179.95,0.29,0.01,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,11.63,0.03,190.16,147.31,4.16,0.37,16767410.00,0.00,33.51,0.53,0.53,0.28,0.11,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,10.30,83.32,89.87,-179.91,0.00,15.75,767.05,340.84,0.05,0.91,150.80
13.04,2458.20,127.09,-11.92,127.09,11.92,-2.20,0.00,2.20,-179.95,0.29,0.01,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,11.63,0.03,190.15,147.31,4.16,0.37,16683087.00,0.00,33.18,0.53,0.53,0.28,0.11,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,10.30,83.32,89.87,-179.88,0.00,15.69,766.48,340.81,0.05,0.91,149.31
13.09,2464.60,126.49,-11.90,126.49,11.90,-2.22,0.00,2.22,-179.95,0.29,0.01,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,11.63,0.03,190.15,147.31,4.16,0.37,16598980.00,0.00,32.85,0.53,0.53,0.28,0.11,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,10.30,83.32,89.87,-179.86,0.00,15.63,765.90,340.77,0.05,0.91,147.84
13.14,2470.90,125.90,-11.88,125.90,11.88,-2.23,0.00,2.23,-179.95,0.29,0.01,28.61,-80.60,9.78,0.00,0.00,0.01,-0.01,15503.00,0.00,11.63,0.03,190.15,147.31,4.16,0.37,16515088.00,0.00,32.53,0.53,0.53,0.28,0.11,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,10.30,83.32,89.87,-179.84,0.00,15.56,765.34,340.73,0.05,0.92,146.37
13.19,2477.20,125.30,-11.86,125.30,11.86,-2.25,0.00,2.25,-179.95,0.29,0.01,28.61,-80.60,9.78,0.00,0.00,0.01,-0.01,15503.00,0.00,11.63,0.03,190.14,147.31,4.16,0.37,16431410.00,0.00,32.21,0.53,0.53,0.29,0.11,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,10.30,83.32,89.87,-179.83,0.00,15.50,764.77,340.69,0.05,0.92,144.92
13.24,2483.40,124.71,-11.84,124.71,11.84,-2.26,0.00,2.26,-179.95,0.30,0.01,28.61,-80.60,9.78,0.00,0.00,0.01,-0.01,15503.00,0.00,11.63,0.03,190.14,147.31,4.16,0.37,16347944.00,0.00,31.89,0.53,0.53,0.29,0.11,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,10.30,83.32,89.87,-179.83,0.00,15.44,764.20,340.65,0.05,0.92,143.48
13.29,2489.60,124.12,-11.82,124.12,11.82,-2.28,0.00,2.28,-179.95,0.30,0.01,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,11.63,0.03,190.14,147.31,4.16,0.36,16264688.00,0.00,31.58,0.53,0.53,0.29,0.11,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,10.30,83.32,89.86,-179.83,0.00,15.38,763.64,340.62,0.05,0.93,142.05
13.34,2495.80,123.53,-11.80,123.53,11.80,-2.29,0.00,2.29,-179.95,0.30,0.01,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,11.63,0.03,190.13,147.31,4.16,0.36,16181642.00,0.00,31.26,0.53,0.53,0.29,0.11,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,10.30,83.32,89.86,-179.84,0.00,15.32,763.08,340.58,0.05,0.93,140.62
13.39,2502.00,122.94,-11.78,122.94,11.78,-2.31,0.00,2.31,-179.95,0.30,0.01,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,11.63,0.03,190.13,147.31,4.16,0.36,16098804.00,0.00,30.95,0.53,0.53,0.29,0.11,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,10.30,83.32,89.86,-179.85,0.00,15.26,762.53,340.54,0.05,0.93,139.21
13.44,2508.10,122.35,-11.76,122.35,11.76,-2.32,0.00,2.32,-179.95,0.30,0.01,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,11.63,0.03,190.12,147.31,4.16,0.36,16016171.00,0.00,30.64,0.53,0.53,0.29,0.11,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,10.30,83.32,89.86,-179.87,0.00,15.19,761.97,340.51,0.05,0.94,137.81
13.49,2514.20,121.76,-11.74,121.76,11.74,-2.34,0.00,2.34,-179.95,0.30,0.01,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,11.63,0.03,190.12,147.31,4.16,0.36,15933744.00,0.00,30.34,0.53,0.53,0.29,0.11,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,10.30,83.32,89.86,-179.90,0.00,15.13,761.42,340.47,0.05,0.94,136.42
13.54,2520.30,121.18,-11.72,121.18,11.72,-2.35,0.00,2.35,-179.95,0.30,0.01,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,11.63,0.03,190.12,147.31,4.16,0.36,15851520.00,0.00,30.04,0.53,0.53,0.29,0.11,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,10.30,83.32,89.86,-179.93,0.00,15.07,760.88,340.43,0.05,0.94,135.04
13.59,2526.30,120.59,-11.70,120.59,11.70,-2.37,0.00,2.37,-179.95,0.30,0.01,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,11.63,0.03,190.11,147.31,4.16,0.35,15769498.00,0.00,29.73,0.53,0.53,0.29,0.11,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,10.30,83.32,89.86,-179.96,0.00,15.01,760.33,340.40,0.05,0.95,133.67
13.64,2532.40,120.01,-11.68,120.01,11.68,-2.38,0.00,2.38,-179.95,0.30,0.01,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,11.63,0.03,190.11,147.31,4.16,0.35,15687677.00,0.00,29.43,0.53,0.53,0.29,0.11,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,10.30,83.32,89.86,-179.99,0.00,14.95,759.79,340.36,0.05,0.95,132.31
13.69,2538.30,119.42,-11.66,119.42,11.66,-2.40,0.00,2.40,-179.95,0.30,0.01,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,11.63,0.03,190.11,147.31,4.16,0.35,15606056.00,0.00,29.14,0.53,0.53,0.29,0.11,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,10.30,83.32,89.86,179.98,0.00,14.90,759.25,340.33,0.05,0.95,130.96
13.74,2544.30,118.84,-11.64,118.84,11.64,-2.41,0.00,2.41,-179.95,0.30,0.01,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,11.63,0.03,190.10,147.31,4.15,0.35,15524632.00,0.00,28.84,0.53,0.53,0.29,0.11,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,10.30,83.32,89.86,179.95,0.00,14.84,758.71,340.29,0.05,0.95,129.62
13.79,2550.20,118.26,-11.62,118.26,11.62,-2.43,0.00,2.43,-179.95,0.30,0.01,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,11.63,0.03,190.10,147.31,4.15,0.35,15443405.00,0.00,28.55,0.53,0.53,0.29,0.11,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,10.30,83.32,89.85,179.92,0.00,14.78,758.17,340.25,0.05,0.96,128.29
13.84,2556.10,117.68,-11.60,117.68,11.60,-2.44,0.00,2.44,-179.95,0.30,0.01,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,11.63,0.03,190.10,147.31,4.15,0.35,15362373.00,0.00,28.26,0.53,0.53,0.29,0.11,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,10.30,83.32,89.85,179.89,0.00,14.72,757.64,340.22,0.05,0.96,126.97
13.89,2562.00,117.10,-11.59,117.10,11.59,-2.46,0.00,2.46,-179.95,0.30,0.01,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,11.63,0.03,190.09,147.31,4.15,0.34,15281536.00,0.00,27.97,0.53,0.53,0.29,0.11,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,10.30,83.32,89.85,179.87,0.00,14.66,757.11,340.18,0.05,0.96,125.66
13.94,2567.80,116.52,-11.57,116.52,11.57,-2.47,0.00,2.47,-179.95,0.30,0.01,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,11.63,0.03,190.09,147.31,4.15,0.34,15200891.00,0.00,27.69,0.53,0.53,0.29,0.11,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,10.30,83.32,89.85,179.85,0.00,14.60,756.58,340.15,0.05,0.96,124.36
13.99,2573.60,115.94,-11.55,115.94,11.55,-2.49,0.00,2.49,-179.95,0.30,0.01,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,11.63,0.03,190.08,147.31,4.15,0.34,15100000.00,0.00,27.40,0.53,0.53,0.29,0.11,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,10.30,83.32,89.85,179.84,0.00,14.55,756.06,340.11,0.05,0.97,123.07
14.04,2579.40,115.37,-11.53,115.37,11.53,-2.50,0.00,2.50,-179.95,0.30,0.01,28.61,-80.60,9.78,0.00,0.00,0.00,0.02,15503.00,0.00,11.63,0.03,190.08,147.31,4.15,0.34,15000000.00,0.00,27.12,0.53,0.53,0.29,0.11,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,10.30,83.32,89.85,179.83,0.00,14.49,755.54,340.08,0.05,0.97,121.79
14.09,2585.20,114.79,-11.51,114.79,11.51,-2.52,0.00,2.52,-179.95,0.30,0.01,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,11.63,0.03,190.08,147.31,4.15,0.34,15000000.00,0.00,26.84,0.53,0.53,0.29,0.11,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,10.30,83.32,89.85,179.83,0.00,14.43,755.02,340.04,0.05,0.97,120.52
14.14,2590.90,114.21,-11.49,114.22,11.49,-2.53,0.00,2.53,-179.95,0.30,0.01,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,11.63,0.03,190.07,147.31,4.15,0.34,14900000.00,0.00,26.56,0.53,0.53,0.29,0.11,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,10.30,83.32,89.85,179.84,0.00,14.38,754.50,340.01,0.05,0.97,119.25
14.19,2596.60,113.64,-11.48,113.64,11.48,-2.55,0.00,2.55,-179.95,0.30,0.01,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,11.63,0.03,190.07,147.31,4.15,0.33,14800508.00,0.00,26.29,0.53,0.53,0.29,0.11,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,10.30,83.32,89.85,179.86,0.00,14.32,753.99,339.98,0.05,0.98,118.00
14.24,2602.30,113.07,-11.46,113.07,11.46,-2.56,0.00,2.56,-179.95,0.31,0.01,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,11.63,0.03,190.07,147.31,4.15,0.33,14720991.00,0.00,26.02,0.53,0.53,0.29,0.11,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,10.30,83.32,89.85,179.88,0.00,14.26,753.48,339.94,0.05,0.98,116.76
14.29,2607.90,112.49,-11.44,112.50,11.44,-2.58,0.00,2.58,-179.96,0.31,0.01,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,11.63,0.03,190.07,147.31,4.15,0.33,14641658.00,0.00,25.75,0.53,0.53,0.29,0.11,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,10.30,83.32,89.84,179.90,0.00,14.21,752.97,339.91,0.05,0.98,115.52
14.34,2613.50,111.92,-11.42,111.92,11.42,-2.59,0.00,2.59,-179.96,0.31,0.01,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,11.63,0.03,190.06,147.31,4.15,0.33,14562507.00,0.00,25.48,0.54,0.54,0.29,0.11,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,10.30,83.32,89.84,179.93,0.00,14.15,752.46,339.87,0.05,0.99,114.30
14.39,2619.10,111.35,-11.41,111.35,11.41,-2.61,0.00,2.61,-179.96,0.31,0.01,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,11.63,0.03,190.06,147.31,4.15,0.33,14483537.00,0.00,25.21,0.54,0.54,0.29,0.11,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,10.30,83.32,89.84,179.95,0.00,14.10,751.96,339.84,0.05,0.99,113.08
14.44,2624.70,110.78,-11.39,110.78,11.39,-2.63,0.00,2.63,-179.96,0.31,0.01,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,11.63,0.03,190.06,147.31,4.15,0.33,14404747.00,0.00,24.94,0.54,0.54,0.29,0.11,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,10.30,83.32,89.84,179.98,0.00,14.04,751.46,339.81,0.05,0.99,111.87
